id,product,city,latitude,longitude,price
7786,Diesel,RAJAPETTAI,12.136,78.19,88.36
7787,Petrol,SENTHAMANGALAM,12.983,79.674,102.13
7788,Diesel,SENTHAMANGALAM,12.983,79.674,88.42
7789,Petrol,TIRUPUR,11.179,77.332,102.28
7790,Diesel,TIRUPUR,11.179,77.332,88.56
7791,Petrol,KUNDRATHUR-MANG,13.013,80.102,103.43
7792,Diesel,KUNDRATHUR-MANG,13.013,80.102,89.34
7793,Petrol,VISHAMANGALAM,12.403,78.594,103.46
7794,Diesel,VISHAMANGALAM,12.403,78.594,89.37
7795,Petrol,SALEM DT,11.686,78.269,103.48
7796,Diesel,SALEM DT,11.686,78.269,89.38
7797,Petrol,SALEM DT,11.91,78.057,103.52
7798,Diesel,SALEM DT,11.91,78.057,89.42
7799,Petrol,KARUR DT,11.014,77.924,103.52
7800,Diesel,KARUR DT,11.014,77.924,89.42
7801,Petrol,NAMAKKAL DIST,11.499,78.149,103.58
7802,Diesel,NAMAKKAL DIST,11.499,78.149,89.48
7803,Petrol,GUNARAMANALLUR,8.916,77.33,103.69
7804,Diesel,GUNARAMANALLUR,8.916,77.33,89.58
7805,Petrol,COIMBATORE,11.231,77.017,103.18
7806,Diesel,COIMBATORE,11.231,77.017,89.1
7807,Petrol,S. KALLUPATTI,9.689,78.098,103.18
7808,Diesel,S. KALLUPATTI,9.689,78.098,89.12
7809,Petrol,NAGALAPURAM,9.243,78.133,103.18
7810,Diesel,NAGALAPURAM,9.243,78.133,89.1
7811,Petrol,SEMBIANMAHADEVI,10.694,79.772,103.74
7812,Diesel,SEMBIANMAHADEVI,10.694,79.772,89.62
7813,Petrol,CUDDALORE DIST.,11.546,79.62,103.74
7814,Diesel,CUDDALORE DIST.,11.546,79.62,89.62
7815,Petrol,UNJAMPATTI,10.042,77.497,103.8
7816,Diesel,UNJAMPATTI,10.042,77.497,89.68
7817,Petrol,TIRUPUR,11.218,77.349,99.69
7818,Diesel,TIRUPUR,11.218,77.349,85.52
7819,Petrol,TIRUPUR,10.97,77.384,100.11
7820,Diesel,TIRUPUR,10.97,77.384,85.92
7821,Petrol,TRICHY DIST,11.024,78.718,98.87
7822,Diesel,TRICHY DIST,11.024,78.718,84.73
7823,Petrol,THULLUKUTTINAYA,9.819,77.675,99.04
7824,Diesel,THULLUKUTTINAYA,9.819,77.675,84.92
7825,Petrol,CHENNAI,13.083,80.126,99.04
7826,Diesel,CHENNAI,13.083,80.126,84.93
7827,Petrol,CUDDALORE DIST.,11.654,79.468,99.04
7828,Diesel,CUDDALORE DIST.,11.654,79.468,84.92
7829,Petrol,KRISHNAGIRI DT,12.248,78.446,99.04
7830,Diesel,KRISHNAGIRI DT,12.248,78.446,84.94
7831,Petrol,DHARMAPURI,12.448,78.006,99.04
7832,Diesel,DHARMAPURI,12.448,78.006,84.93
7833,Petrol,NAMAKKAL,11.116,78.091,99.04
7834,Diesel,NAMAKKAL,11.116,78.091,84.92
7835,Petrol,HOSUR TALUK KRISHNAGIRI,12.725,77.938,98.74
7836,Diesel,HOSUR TALUK KRISHNAGIRI,12.725,77.938,87.32
7837,Petrol,KRISHNAGIRI DT,12.476,78.026,98.74
7838,Diesel,KRISHNAGIRI DT,12.476,78.026,87.34
7839,Petrol,KRISHNAGIRI DT,12.524,78.346,98.74
7840,Diesel,KRISHNAGIRI DT,12.524,78.346,87.32
7841,Petrol,DASARAPATTI ROA,10.691,77.353,98.74
7842,Diesel,DASARAPATTI ROA,10.691,77.353,87.33
7843,Petrol,SEEVALAPERI,8.813,77.837,98.75
7844,Diesel,SEEVALAPERI,8.813,77.837,87.35
7845,Petrol,S. PUDUR,10.32,78.471,99.03
7846,Diesel,S. PUDUR,10.32,78.471,87.6
7847,Petrol,AVANIAPURAM,9.882,78.108,98.75
7848,Diesel,AVANIAPURAM,9.882,78.108,87.35
7849,Petrol,ARASAVANANKADU,10.823,79.564,98.75
7850,Diesel,ARASAVANANKADU,10.823,79.564,87.29
7851,Petrol,COIMBATORE,11.24,77.103,98.75
7852,Diesel,COIMBATORE,11.24,77.103,87.34
7853,Petrol,SALEM DISTRICT,11.592,77.834,98.75
7854,Diesel,SALEM DISTRICT,11.592,77.834,87.36
7855,Petrol,DHARMAPURI,12.203,78.242,98.75
7856,Diesel,DHARMAPURI,12.203,78.242,87.36
7857,Petrol,TANJORE,10.86,78.94,98.75
7858,Diesel,TANJORE,10.86,78.94,87.29
7859,Petrol,SALEM DT,11.691,77.874,100
7860,Diesel,SALEM DT,11.691,77.874,88.27
7861,Petrol,KOOMAPATTI,9.641,77.633,98.31
7862,Diesel,KOOMAPATTI,9.641,77.633,86.95
7863,Petrol,NETTUR ROAD,8.868,77.503,99.22
7864,Diesel,NETTUR ROAD,8.868,77.503,87.74
7865,Petrol,DINDIGUL,10.318,78.015,99.86
7866,Diesel,DINDIGUL,10.318,78.015,84.88
7867,Petrol,ERODE,11.338,77.661,99.26
7868,Diesel,ERODE,11.338,77.661,84.33
7869,Petrol,ARIYALUR DIST,10.958,79.164,99.26
7870,Diesel,ARIYALUR DIST,10.958,79.164,84.33
7871,Petrol,TRICHY,10.936,78.706,99.26
7872,Diesel,TRICHY,10.936,78.706,84.35
7873,Petrol,TIRUVARUR DIST,10.891,79.546,99.26
7874,Diesel,TIRUVARUR DIST,10.891,79.546,84.35
7875,Petrol,THANJAVUR DIST,10.987,79.484,99.26
7876,Diesel,THANJAVUR DIST,10.987,79.484,84.35
7877,Petrol,TIRUVANNAMALAI,12.09,79.133,99.26
7878,Diesel,TIRUVANNAMALAI,12.09,79.133,84.33
7879,Petrol,VICKRAMANGALAM,10.014,77.911,98.81
7880,Diesel,VICKRAMANGALAM,10.014,77.911,83.95
7881,Petrol,TIRUVANNAMALAI,12.373,78.968,99.27
7882,Diesel,TIRUVANNAMALAI,12.373,78.968,84.16
7883,Petrol,TIRUVANNAMALAI,12.734,79.673,99.27
7884,Diesel,TIRUVANNAMALAI,12.734,79.673,84.34
7885,Petrol,VELLORE,12.838,79.256,99.27
7886,Diesel,VELLORE,12.838,79.256,84.34
7887,Petrol,SALEM DISTRICT,11.524,78.757,99.27
7888,Diesel,SALEM DISTRICT,11.524,78.757,84.16
7889,Petrol,TIRUVANNAMALAI,12.1,78.839,99.27
7890,Diesel,TIRUVANNAMALAI,12.1,78.839,84.34
7891,Petrol,COIMBATORE,11.037,76.95,99.27
7892,Diesel,COIMBATORE,11.037,76.95,84.16
7893,Petrol,TIRUPUR,10.48,77.369,102.17
7894,Diesel,TIRUPUR,10.48,77.369,88.26
7895,Petrol,POONCHERY,12.615,80.173,102.17
7896,Diesel,POONCHERY,12.615,80.173,88.26
7897,Petrol,K.K. NAGAR,13.037,80.201,102.17
7898,Diesel,K.K. NAGAR,13.037,80.201,88.26
7899,Petrol,ERODE,11.121,77.68,102.17
7900,Diesel,ERODE,11.121,77.68,88.26
7901,Petrol,UDUMALPET,10.554,77.283,102.17
7902,Diesel,UDUMALPET,10.554,77.283,88.26
7903,Petrol,THANJAVUR DIST,10.671,79.144,102.18
7904,Diesel,THANJAVUR DIST,10.671,79.144,88.47
7905,Petrol,THANJAVUR DIST,10.788,79.321,101.71
7906,Diesel,THANJAVUR DIST,10.788,79.321,88.05
7907,Petrol,ARIYALUR DIST,10.911,79.059,101.76
7908,Diesel,ARIYALUR DIST,10.911,79.059,88.07
7909,Petrol,AMMANTHANGAL,12.912,79.372,102
7910,Diesel,AMMANTHANGAL,12.912,79.372,88.29
7911,Petrol,RANIPET,12.929,79.39,102
7912,Diesel,RANIPET,12.929,79.39,88.29
7913,Petrol,TIRUVARUR DIST,10.928,79.648,102.18
7914,Diesel,TIRUVARUR DIST,10.928,79.648,88.45
7915,Petrol,DHARMAPURI,12.093,78.155,102.18
7916,Diesel,DHARMAPURI,12.093,78.155,88.26
7917,Petrol,KOTTAIYUR,9.59,78.66,103.23
7918,Diesel,KOTTAIYUR,9.59,78.66,88.96
7919,Petrol,ANDIPATTI,8.874,77.466,103.23
7920,Diesel,ANDIPATTI,8.874,77.466,89.16
7921,Petrol,PUDUKOTTAI,10.613,78.555,103.23
7922,Diesel,PUDUKOTTAI,10.613,78.555,88.95
7923,Petrol,SALEM,11.457,78.529,103.83
7924,Diesel,SALEM,11.457,78.529,89.7
7925,Petrol,KEELA ERAL,9.079,78.019,105.15
7926,Diesel,KEELA ERAL,9.079,78.019,90.69
7927,Petrol,SALEM,11.658,78.478,103.24
7928,Diesel,SALEM,11.658,78.478,89.18
7929,Petrol,CUDDALORE,11.644,79.606,103.24
7930,Diesel,CUDDALORE,11.644,79.606,89.15
7931,Petrol,MELUR,10.041,78.309,103.24
7932,Diesel,MELUR,10.041,78.309,89.17
7933,Petrol,VELLORE DIST,13.135,79.635,103.24
7934,Diesel,VELLORE DIST,13.135,79.635,89.17
7935,Petrol,TIRUPATHUR,12.416,78.461,103.24
7936,Diesel,TIRUPATHUR,12.416,78.461,88.96
7937,Petrol,VILLUPURAM DT,11.756,79.295,103.24
7938,Diesel,VILLUPURAM DT,11.756,79.295,89.17
7939,Petrol,MAMBAKKAM,12.828,80.165,103.19
7940,Diesel,MAMBAKKAM,12.828,80.165,89.11
7941,Petrol,VELLANKOVIL,11.38,77.478,104.09
7942,Diesel,VELLANKOVIL,11.38,77.478,89.94
7943,Petrol,DHARAPURAM,10.802,77.714,99.1
7944,Diesel,DHARAPURAM,10.802,77.714,84.99
7945,Petrol,COIMBATORE,11.285,76.966,99.1
7946,Diesel,COIMBATORE,11.285,76.966,84.99
7947,Petrol,DINDIGUL,10.535,77.728,99.1
7948,Diesel,DINDIGUL,10.535,77.728,85
7949,Petrol,CHENNAI,13.195,80.166,99.1
7950,Diesel,CHENNAI,13.195,80.166,85
7951,Petrol,CUMBUM,9.74,77.275,99.1
7952,Diesel,CUMBUM,9.74,77.275,85
7953,Petrol,ENJAR,9.477,77.742,98.84
7954,Diesel,ENJAR,9.477,77.742,84.55
7955,Petrol,MARANERI,9.439,77.767,98.99
7956,Diesel,MARANERI,9.439,77.767,84.69
7957,Petrol,P & T NAGAR,9.965,78.126,98.81
7958,Diesel,P & T NAGAR,9.965,78.126,84.73
7959,Petrol,TIRUPUR,11.018,77.63,98.97
7960,Diesel,TIRUPUR,11.018,77.63,84.87
7961,Petrol,MELAMARUTHUR,10.458,79.685,98.84
7962,Diesel,MELAMARUTHUR,10.458,79.685,87.43
7963,Petrol,TIRUPUR DT,10.915,77.331,98.81
7964,Diesel,TIRUPUR DT,10.915,77.331,87.19
7965,Petrol,ARIYALUR DIST,11.199,79.367,98.81
7966,Diesel,ARIYALUR DIST,11.199,79.367,87.34
7967,Petrol,TRICHY,11.076,78.536,98.81
7968,Diesel,TRICHY,11.076,78.536,87.19
7969,Petrol,CUDDALORE DIST.,11.653,79.706,98.9
7970,Diesel,CUDDALORE DIST.,11.653,79.706,87.48
7971,Petrol,MANNARGUDI,10.661,79.473,98.98
7972,Diesel,MANNARGUDI,10.661,79.473,87.55
7973,Petrol,NAGERCOIL,8.127,77.429,99.01
7974,Diesel,NAGERCOIL,8.127,77.429,87.58
7975,Petrol,THIRUVALLUR DIS,13.386,80.221,98.82
7976,Diesel,THIRUVALLUR DIS,13.386,80.221,87.39
7977,Petrol,THIRUVALLUR DIS,13.314,79.981,98.82
7978,Diesel,THIRUVALLUR DIS,13.314,79.981,87.41
7979,Petrol,PERAMBALUR,11.25,78.857,98.82
7980,Diesel,PERAMBALUR,11.25,78.857,87.41
7981,Petrol,THIRUVALLUR DIS,13.263,80.134,98.82
7982,Diesel,THIRUVALLUR DIS,13.263,80.134,87.42
7983,Petrol,ERODE,11.542,77.615,98.82
7984,Diesel,ERODE,11.542,77.615,87.39
7985,Petrol,SALEM,11.689,78.294,98.82
7986,Diesel,SALEM,11.689,78.294,87.41
7987,Petrol,TIRUVANNAMALAI,12.486,79.44,98.82
7988,Diesel,TIRUVANNAMALAI,12.486,79.44,87.41
7989,Petrol,TIRUPUR DT,11.101,77.287,98.82
7990,Diesel,TIRUPUR DT,11.101,77.287,87.39
7991,Petrol,DINDIGUL,10.214,78.284,99.32
7992,Diesel,DINDIGUL,10.214,78.284,84.39
7993,Petrol,THIRUVALLUR DIS,13.256,80.274,99.51
7994,Diesel,THIRUVALLUR DIS,13.256,80.274,84.58
7995,Petrol,MAMBAKKAM,12.829,80.162,99.57
7996,Diesel,MAMBAKKAM,12.829,80.162,84.64
7997,Petrol,CHENNAI,13.285,80.235,99.33
7998,Diesel,CHENNAI,13.285,80.235,84.43
7999,Petrol,KANCHEEPURAM,12.698,80.072,99.33
8000,Diesel,KANCHEEPURAM,12.698,80.072,84.42
8001,Petrol,ERODE,11.342,77.539,99.33
8002,Diesel,ERODE,11.342,77.539,84.43
8003,Petrol,CHENNAI,13.053,80.22,99.33
8004,Diesel,CHENNAI,13.053,80.22,84.39
8005,Petrol,A ROADKOYEMBEDU,13.065,80.191,99.33
8006,Diesel,A ROADKOYEMBEDU,13.065,80.191,84.42
8007,Petrol,KANCHEEPURAM,12.806,79.827,99.33
8008,Diesel,KANCHEEPURAM,12.806,79.827,84.42
8009,Petrol,TIRUVANNAMALAI,12.044,78.92,99.34
8010,Diesel,TIRUVANNAMALAI,12.044,78.92,84.44
8011,Petrol,TIRUPUR DT,10.757,77.269,99.68
8012,Diesel,TIRUPUR DT,10.757,77.269,84.73
8013,Petrol,DHARMAPURI,12.139,78.151,99.75
8014,Diesel,DHARMAPURI,12.139,78.151,84.8
8015,Petrol,TIRUPUR DT,11.123,77.394,99.75
8016,Diesel,TIRUPUR DT,11.123,77.394,84.8
8017,Petrol,CUDDALORE DIST.,11.406,79.689,99.76
8018,Diesel,CUDDALORE DIST.,11.406,79.689,84.8
8019,Petrol,COIMBATORE,10.907,77.03,102.75
8020,Diesel,COIMBATORE,10.907,77.03,88.98
8021,Petrol,SANKARANKOIL,9.168,77.561,102.76
8022,Diesel,SANKARANKOIL,9.168,77.561,88.99
8023,Petrol,ARALVAIMOZHI,8.254,77.498,102.84
8024,Diesel,ARALVAIMOZHI,8.254,77.498,89.07
8025,Petrol,COIMBATORE,10.668,76.98,102.89
8026,Diesel,COIMBATORE,10.668,76.98,89.11
8027,Petrol,VELLORE DIST,13.01,79.738,102.24
8028,Diesel,VELLORE DIST,13.01,79.738,88.5
8029,Petrol,ARUPPUKOTTAI,9.499,78.123,102.24
8030,Diesel,ARUPPUKOTTAI,9.499,78.123,88.5
8031,Petrol,KOVILPATTI,9.186,77.853,102.24
8032,Diesel,KOVILPATTI,9.186,77.853,88.53
8033,Petrol,DHARMAPURI,12.116,78.403,102.24
8034,Diesel,DHARMAPURI,12.116,78.403,88.53
8035,Petrol,SALEM,11.579,78.074,102.24
8036,Diesel,SALEM,11.579,78.074,88.32
8037,Petrol,EASANUR,10.606,79.756,102.24
8038,Diesel,EASANUR,10.606,79.756,88.54
8039,Petrol,MECHERI,11.813,77.965,102.24
8040,Diesel,MECHERI,11.813,77.965,88.5
8041,Petrol,KARAPALAYAM,10.963,77.88,102.24
8042,Diesel,KARAPALAYAM,10.963,77.88,88.32
8043,Petrol,CH. CITY&PERI13,12.869,80.109,103.29
8044,Diesel,CH. CITY&PERI13,12.869,80.109,89.22
8045,Petrol,KANCHEEPURAM,12.891,79.686,103.29
8046,Diesel,KANCHEEPURAM,12.891,79.686,89.23
8047,Petrol,KANCHEEPURAM,12.619,79.711,103.29
8048,Diesel,KANCHEEPURAM,12.619,79.711,89.19
8049,Petrol,TIRUPUR DT,11.134,77.342,103.29
8050,Diesel,TIRUPUR DT,11.134,77.342,89.19
8051,Petrol,KUTTAM,8.318,77.934,103.29
8052,Diesel,KUTTAM,8.318,77.934,89.19
8053,Petrol,KANAOOR,8.33,77.625,103.3
8054,Diesel,KANAOOR,8.33,77.625,89.2
8055,Petrol,MUDHUKULATHUR,9.344,78.51,103.3
8056,Diesel,MUDHUKULATHUR,9.344,78.51,89.2
8057,Petrol,MELA PARTHIBANU,9.605,78.452,103.99
8058,Diesel,MELA PARTHIBANU,9.605,78.452,89.85
8059,Petrol,ARAVAKURICHI,10.772,77.916,104.01
8060,Diesel,ARAVAKURICHI,10.772,77.916,89.87
8061,Petrol,URAPPANUR,9.873,77.982,103.98
8062,Diesel,URAPPANUR,9.873,77.982,89.84
8063,Petrol,EDAISEVAL,9.084,77.803,103.3
8064,Diesel,EDAISEVAL,9.084,77.803,89.2
8065,Petrol,EDAISEVAL,9.094,77.805,103.3
8066,Diesel,EDAISEVAL,9.094,77.805,89.2
8067,Petrol,DHARMAPURI,12.032,78.473,103.3
8068,Diesel,DHARMAPURI,12.032,78.473,89.2
8069,Petrol,SALEM,11.625,78.156,99.15
8070,Diesel,SALEM,11.625,78.156,85.04
8071,Petrol,TIRUPUR DT,10.999,77.229,99.15
8072,Diesel,TIRUPUR DT,10.999,77.229,85.04
8073,Petrol,KEEZHAPALUR,11.047,79.078,99.15
8074,Diesel,KEEZHAPALUR,11.047,79.078,85.01
8075,Petrol,THIRUVALLUR DIS,13.212,80.085,99.15
8076,Diesel,THIRUVALLUR DIS,13.212,80.085,85.01
8077,Petrol,TIRUPUR DT,11.052,77.737,99.15
8078,Diesel,TIRUPUR DT,11.052,77.737,85.04
8079,Petrol,SALEM DIST,11.559,77.749,99.15
8080,Diesel,SALEM DIST,11.559,77.749,84.98
8081,Petrol,DHARMAPURI,12.128,77.871,99.3
8082,Diesel,DHARMAPURI,12.128,77.871,84.96
8083,Petrol,SANKARI,11.501,77.91,99.16
8084,Diesel,SANKARI,11.501,77.91,85.05
8085,Petrol,TRICHY,10.631,78.432,100.42
8086,Diesel,TRICHY,10.631,78.432,85.98
8087,Petrol,PUDUKOTTAI,10.578,79.011,98.86
8088,Diesel,PUDUKOTTAI,10.578,79.011,87.24
8089,Petrol,PUDUKOTTAI,10.007,79.082,98.86
8090,Diesel,PUDUKOTTAI,10.007,79.082,87.42
8091,Petrol,PUDUKOTTAI,10.456,79.126,98.86
8092,Diesel,PUDUKOTTAI,10.456,79.126,87.42
8093,Petrol,TIRUPUR DT,11.009,77.272,100.12
8094,Diesel,TIRUPUR DT,11.009,77.272,88.38
8095,Petrol,PALLADAM,10.966,77.196,99.98
8096,Diesel,PALLADAM,10.966,77.196,88.25
8097,Petrol,PALAMEDU,10.097,78.108,98.87
8098,Diesel,PALAMEDU,10.097,78.108,87.45
8099,Petrol,THEVARAM,9.891,77.278,100.23
8100,Diesel,THEVARAM,9.891,77.278,88.47
8101,Petrol,ILLUPUR,10.427,78.641,100.33
8102,Diesel,ILLUPUR,10.427,78.641,88.57
8103,Petrol,KALLAKURICHI TK,11.634,78.989,99.6
8104,Diesel,KALLAKURICHI TK,11.634,78.989,87.9
8105,Petrol,CUDDALORE DIST,11.427,78.95,98.87
8106,Diesel,CUDDALORE DIST,11.427,78.95,87.45
8107,Petrol,NENMELI,12.669,80.009,98.87
8108,Diesel,NENMELI,12.669,80.009,87.45
8109,Petrol,VEPPADAI,11.401,77.782,98.87
8110,Diesel,VEPPADAI,11.401,77.782,87.45
8111,Petrol,PANDIYUR,9.474,78.726,98.88
8112,Diesel,PANDIYUR,9.474,78.726,87.46
8113,Petrol,THENKARIKOTTAI,12.016,78.394,98.88
8114,Diesel,THENKARIKOTTAI,12.016,78.394,87.47
8115,Petrol,NAMAKKAL,11.113,78.021,98.88
8116,Diesel,NAMAKKAL,11.113,78.021,87.44
8117,Petrol,TIRUPUR DT,10.511,77.205,99.38
8118,Diesel,TIRUPUR DT,10.511,77.205,84.4
8119,Petrol,GOBI TK,11.458,77.393,99.38
8120,Diesel,GOBI TK,11.458,77.393,84.47
8121,Petrol,CHENNAI,13.058,80.097,99.38
8122,Diesel,CHENNAI,13.058,80.097,84.44
8123,Petrol,PULIVALAM,11.021,78.631,99.38
8124,Diesel,PULIVALAM,11.021,78.631,84.44
8125,Petrol,KOLIYANNUR,11.93,79.539,99.38
8126,Diesel,KOLIYANNUR,11.93,79.539,84.44
8127,Petrol,UPPUR,9.611,78.927,99.39
8128,Diesel,UPPUR,9.611,78.927,84.47
8129,Petrol,THALAKUDI,8.233,77.461,100.2
8130,Diesel,THALAKUDI,8.233,77.461,85.2
8131,Petrol,NAGAPATTINAM,10.717,79.729,99.91
8132,Diesel,NAGAPATTINAM,10.717,79.729,84.92
8133,Petrol,KEELAKARAI,9.245,78.786,99.97
8134,Diesel,KEELAKARAI,9.245,78.786,84.97
8135,Petrol,UPPUKOTTAI,9.972,77.429,98.68
8136,Diesel,UPPUKOTTAI,9.972,77.429,83.81
8137,Petrol,KARUR,10.831,78.123,98.73
8138,Diesel,KARUR,10.831,78.123,83.85
8139,Petrol,CHINNAMUTTAM,8.094,77.56,98.68
8140,Diesel,CHINNAMUTTAM,8.094,77.56,83.81
8141,Petrol,TIRUVANNAMALAI,12.502,79.624,98.68
8142,Diesel,TIRUVANNAMALAI,12.502,79.624,83.81
8143,Petrol,DHARAPURAM,10.748,77.518,99.39
8144,Diesel,DHARAPURAM,10.748,77.518,84.47
8145,Petrol,CHENNAI,13.006,80.111,102.29
8146,Diesel,CHENNAI,13.006,80.111,88.59
8147,Petrol,KALAKAD,8.483,77.559,102.29
8148,Diesel,KALAKAD,8.483,77.559,88.58
8149,Petrol,SRIPERUMPUDUR,12.949,79.928,102.29
8150,Diesel,SRIPERUMPUDUR,12.949,79.928,88.59
8151,Petrol,BETMANAGARAM,8.654,77.95,102.29
8152,Diesel,BETMANAGARAM,8.654,77.95,88.59
8153,Petrol,NAMAKKAL,11.224,78.132,102.29
8154,Diesel,NAMAKKAL,11.224,78.132,88.59
8155,Petrol,VILLUPURAM,12.306,79.747,102.29
8156,Diesel,VILLUPURAM,12.306,79.747,88.59
8157,Petrol,TANJAVUR,10.917,79.237,101.71
8158,Diesel,TANJAVUR,10.917,79.237,88.05
8159,Petrol,KATPADI,12.968,79.185,101.86
8160,Diesel,KATPADI,12.968,79.185,88.18
8161,Petrol,COIMBATORE,11.174,77.045,101.71
8162,Diesel,COIMBATORE,11.174,77.045,88.05
8163,Petrol,ARUPPUKOTTAI,9.411,78.101,102.95
8164,Diesel,ARUPPUKOTTAI,9.411,78.101,88.96
8165,Petrol,TANJORE DIST,10.491,79.397,102.95
8166,Diesel,TANJORE DIST,10.491,79.397,88.96
8167,Petrol,MELUR,10.026,78.343,102.3
8168,Diesel,MELUR,10.026,78.343,88.37
8169,Petrol,TIRUPUR,11.068,77.32,103.35
8170,Diesel,TIRUPUR,11.068,77.32,89.25
8171,Petrol,KANDAMANUR,9.934,77.525,103.36
8172,Diesel,KANDAMANUR,9.934,77.525,89.28
8173,Petrol,KODUVILARPATTI,9.958,77.49,103.67
8174,Diesel,KODUVILARPATTI,9.958,77.49,89.56
8175,Petrol,RAMAPURAM,12.466,79.76,104.12
8176,Diesel,RAMAPURAM,12.466,79.76,89.97
8177,Petrol,VALLAKOTTAI,12.885,79.935,103.36
8178,Diesel,VALLAKOTTAI,12.885,79.935,89.25
8179,Petrol,SALEM,11.613,77.933,103.36
8180,Diesel,SALEM,11.613,77.933,89.25
8181,Petrol,DHARMAPURI,12.084,78.363,103.36
8182,Diesel,DHARMAPURI,12.084,78.363,89.28
8183,Petrol,PUDUKOTTAI,10.426,78.884,103.36
8184,Diesel,PUDUKOTTAI,10.426,78.884,89.28
8185,Petrol,CHENNAI,13.114,80.223,103.36
8186,Diesel,CHENNAI,13.114,80.223,89.26
8187,Petrol,KANCHEEPURAM DISTRICT,12.805,79.762,103.36
8188,Diesel,KANCHEEPURAM DISTRICT,12.805,79.762,89.28
8189,Petrol,KANCHEEPURAM,12.94,80.083,103.76
8190,Diesel,KANCHEEPURAM,12.94,80.083,89.64
8191,Petrol,ERODE,11.446,77.494,103.38
8192,Diesel,ERODE,11.446,77.494,89.09
8193,Petrol,TIRUVALLUR,13.212,79.705,103.38
8194,Diesel,TIRUVALLUR,13.212,79.705,89.09
8195,Petrol,THIRUVALLUR DIS,13.533,80.071,99.23
8196,Diesel,THIRUVALLUR DIS,13.533,80.071,84.9
8197,Petrol,TANJORE DIST,10.732,78.897,99.23
8198,Diesel,TANJORE DIST,10.732,78.897,85.05
8199,Petrol,SERNTHAMARAM,9.055,77.438,99.23
8200,Diesel,SERNTHAMARAM,9.055,77.438,84.9
8201,Petrol,CHINNAMANUR,9.831,77.373,99.23
8202,Diesel,CHINNAMANUR,9.831,77.373,84.9
8203,Petrol,DEVARKULAM,8.96,77.636,99.24
8204,Diesel,DEVARKULAM,8.96,77.636,85.12
8205,Petrol,ILLUPUR,10.51,78.627,99.24
8206,Diesel,ILLUPUR,10.51,78.627,85.12
8207,Petrol,ANNAVASAL,10.453,78.706,98.83
8208,Diesel,ANNAVASAL,10.453,78.706,84.74
8209,Petrol,AVANAMKAIKATTI,10.321,79.131,99.02
8210,Diesel,AVANAMKAIKATTI,10.321,79.131,84.91
8211,Petrol,KANCHEEPURAM,12.857,79.754,100.98
8212,Diesel,KANCHEEPURAM,12.857,79.754,86.48
8213,Petrol,SALEM,11.642,78.519,100.78
8214,Diesel,SALEM,11.642,78.519,88.97
8215,Petrol,KADACHANENTHAL,10.005,78.185,98.87
8216,Diesel,KADACHANENTHAL,10.005,78.185,87.45
8217,Petrol,AYIPETTAI,11.426,79.609,99.15
8218,Diesel,AYIPETTAI,11.426,79.609,87.7
8219,Petrol,CHIDAMBARAM,11.379,79.685,98.87
8220,Diesel,CHIDAMBARAM,11.379,79.685,87.45
8221,Petrol,SEPLANATHAM,11.547,79.525,98.6
8222,Diesel,SEPLANATHAM,11.547,79.525,87.21
8223,Petrol,KATTUKADAI,8.22,77.241,98.94
8224,Diesel,KATTUKADAI,8.22,77.241,87.51
8225,Petrol,ALWARTIRUNAGARI,8.604,77.96,98.94
8226,Diesel,ALWARTIRUNAGARI,8.604,77.96,87.51
8227,Petrol,ERAIYUR,11.363,78.96,98.94
8228,Diesel,ERAIYUR,11.363,78.96,87.52
8229,Petrol,B.MUTLUR,11.465,79.708,98.94
8230,Diesel,B.MUTLUR,11.465,79.708,87.53
8231,Petrol,ERUMBUR VILLAGE,11.456,79.537,98.94
8232,Diesel,ERUMBUR VILLAGE,11.456,79.537,87.52
8233,Petrol,SALEM,11.588,78.548,98.94
8234,Diesel,SALEM,11.588,78.548,87.51
8235,Petrol,KARUR DISTRICT,11.04,77.936,98.94
8236,Diesel,KARUR DISTRICT,11.04,77.936,87.53
8237,Petrol,SIRUVACHUR,11.192,78.873,98.94
8238,Diesel,SIRUVACHUR,11.192,78.873,87.51
8239,Petrol,RAJALIPATTI,10.604,78.462,98.95
8240,Diesel,RAJALIPATTI,10.604,78.462,87.5
8241,Petrol,KOVILPATTI,9.182,77.86,98.96
8242,Diesel,KOVILPATTI,9.182,77.86,87.54
8243,Petrol,ASOOR,10.984,79.376,99.46
8244,Diesel,ASOOR,10.984,79.376,84.54
8245,Petrol,PALUR,12.749,79.936,99.46
8246,Diesel,PALUR,12.749,79.936,84.54
8247,Petrol,AMBUR,12.79,78.708,99.46
8248,Diesel,AMBUR,12.79,78.708,84.54
8249,Petrol,VELLORE DIST,12.977,79.621,99.47
8250,Diesel,VELLORE DIST,12.977,79.621,84.55
8251,Petrol,MADHAVARAM,13.16,80.227,99.46
8252,Diesel,MADHAVARAM,13.16,80.227,84.54
8253,Petrol,SITHALAPAKAM,12.891,80.176,99.01
8254,Diesel,SITHALAPAKAM,12.891,80.176,84.07
8255,Petrol,THIRUVALLUR DIS,13.215,80.046,99.47
8256,Diesel,THIRUVALLUR DIS,13.215,80.046,84.49
8257,Petrol,CHENNAI,13.046,80.199,99.47
8258,Diesel,CHENNAI,13.046,80.199,84.55
8259,Petrol,COIMBATORE,10.645,76.972,99.48
8260,Diesel,COIMBATORE,10.645,76.972,84.56
