id,product,city,latitude,longitude,price,location
46966,Diesel,LATUR,18.734003,76.95494,92.03,0101000020E61000001A69A9BC1D3D5340782AE09EE7BB3240
46967,Petrol,LATUR,18.685936,76.949298,105.5,0101000020E6100000200A664CC13C534029266F8099AF3240
46968,Diesel,LATUR,18.685936,76.949298,92.03,0101000020E6100000200A664CC13C534029266F8099AF3240
46969,Petrol,KASBA WALWE,16.485364,74.152814,104.74,0101000020E6100000BE175FB4C7895240DFA7AAD0407C3040
46970,Diesel,KASBA WALWE,16.485364,74.152814,91.27,0101000020E6100000BE175FB4C7895240DFA7AAD0407C3040
46971,Petrol,SATARA,17.669492,74.047398,104.84,0101000020E610000055F99E910883524003EFE4D363AB3140
46972,Diesel,SATARA,17.669492,74.047398,91.34,0101000020E610000055F99E910883524003EFE4D363AB3140
46973,Petrol,VYAHAD,20.115468,79.871851,104.69,0101000020E610000009FF2268CCF753400ABC934F8F1D3440
46974,Diesel,VYAHAD,20.115468,79.871851,91.24,0101000020E610000009FF2268CCF753400ABC934F8F1D3440
46975,Petrol,PUNE,18.525262,73.966388,103.75,0101000020E6100000CCCF0D4DD97D5240E1D4079277863240
46976,Diesel,PUNE,18.525262,73.966388,90.29,0101000020E6100000CCCF0D4DD97D5240E1D4079277863240
46977,Petrol,REDANI,17.989801,74.900111,104.92,0101000020E610000045F12A6B9BB95240508C2C9963FD3140
46978,Diesel,REDANI,17.989801,74.900111,91.42,0101000020E610000045F12A6B9BB95240508C2C9963FD3140
46979,Petrol,NAIGAON,18.364315,74.243984,103.98,0101000020E6100000D32F116F9D8F5240377172BF435D3240
46980,Diesel,NAIGAON,18.364315,74.243984,90.51,0101000020E6100000D32F116F9D8F5240377172BF435D3240
46981,Petrol,PABAL,18.82235,74.050732,104.22,0101000020E610000015376E313F83524098DD938785D23240
46982,Diesel,PABAL,18.82235,74.050732,90.74,0101000020E610000015376E313F83524098DD938785D23240
46983,Petrol,SATARA,17.922464,73.895345,104.57,0101000020E6100000C7681D554D795240C3BCC79926EC3140
46984,Diesel,SATARA,17.922464,73.895345,91.08,0101000020E6100000C7681D554D795240C3BCC79926EC3140
46985,Petrol,JALGAON,20.775084,75.442356,105.04,0101000020E61000001F4C8A8F4FDC524022A7AFE76BC63440
46986,Diesel,JALGAON,20.775084,75.442356,91.53,0101000020E61000001F4C8A8F4FDC524022A7AFE76BC63440
46987,Petrol,JALGAON,21.019598,75.446355,104.56,0101000020E6100000FDD98F1491DC52402711E15F04053540
46988,Diesel,JALGAON,21.019598,75.446355,91.09,0101000020E6100000FDD98F1491DC52402711E15F04053540
46989,Petrol,AURANGABAD,20.287204,75.681001,105.5,0101000020E6100000C5E2378595EB5240C7478B3386493440
46990,Diesel,AURANGABAD,20.287204,75.681001,92.03,0101000020E6100000C5E2378595EB5240C7478B3386493440
46991,Petrol,LODGA / LATUR,18.31332,76.672522,105.47,0101000020E6100000CBF5B6990A2B5340C72E51BD35503240
46992,Diesel,LODGA / LATUR,18.31332,76.672522,91.97,0101000020E6100000CBF5B6990A2B5340C72E51BD35503240
46993,Petrol,JALGAON,20.92281,75.336763,104.36,0101000020E61000002FE065868DD55240F86BB2463DEC3440
46994,Diesel,JALGAON,20.92281,75.336763,90.89,0101000020E61000002FE065868DD55240F86BB2463DEC3440
46995,Petrol,LATUR,18.420267,76.627345,105.45,0101000020E6100000C993A46B2628534089963C9E966B3240
46996,Diesel,LATUR,18.420267,76.627345,91.95,0101000020E6100000C993A46B2628534089963C9E966B3240
46997,Petrol,KESURDI,18.084758,73.998387,104.3,0101000020E610000019709692E57F52400A1346B3B2153240
46998,Diesel,KESURDI,18.084758,73.998387,90.82,0101000020E610000019709692E57F52400A1346B3B2153240
46999,Petrol,KANDHAR,18.130496,75.196095,104.75,0101000020E61000002FFA0AD28CCC52404242942F68213240
47000,Diesel,KANDHAR,18.130496,75.196095,91.28,0101000020E61000002FFA0AD28CCC52404242942F68213240
47001,Petrol,BARAMATI,18.115054,74.540992,104.51,0101000020E610000073D9E89C9FA252402446CF2D741D3240
47002,Diesel,BARAMATI,18.115054,74.540992,91.03,0101000020E610000073D9E89C9FA252402446CF2D741D3240
47003,Petrol,NILANGA,18.135029,76.732206,105.42,0101000020E6100000D7FB8D76DC2E5340F702B34291223240
47004,Diesel,NILANGA,18.135029,76.732206,91.92,0101000020E6100000D7FB8D76DC2E5340F702B34291223240
47005,Petrol,SHIRALA TOWN,16.980312,74.117427,104.59,0101000020E6100000B72A89EC8387524059E02BBAF5FA3040
47006,Diesel,SHIRALA TOWN,16.980312,74.117427,91.13,0101000020E6100000B72A89EC8387524059E02BBAF5FA3040
47007,Petrol,CHANDOSHI,16.372673,73.508876,105.5,0101000020E6100000096EA46C916052402A1A6B7F675F3040
47008,Diesel,CHANDOSHI,16.372673,73.508876,92.03,0101000020E6100000096EA46C916052402A1A6B7F675F3040
47009,Petrol,SHETPHALGADE,18.242477,74.678364,104.54,0101000020E610000029B2D6506AAB52403E0801F9123E3240
47010,Diesel,SHETPHALGADE,18.242477,74.678364,91.06,0101000020E610000029B2D6506AAB52403E0801F9123E3240
47011,Petrol,PUNE,18.995021,73.750315,104.48,0101000020E6100000B0AC3429057052404ED53DB2B9FE3240
47012,Diesel,PUNE,18.995021,73.750315,91,0101000020E6100000B0AC3429057052404ED53DB2B9FE3240
47013,Petrol,GONDIA,20.912352,80.094532,105.32,0101000020E61000003B1BF2CF0C065440B07092E68FE93440
47014,Diesel,GONDIA,20.912352,80.094532,91.83,0101000020E61000003B1BF2CF0C065440B07092E68FE93440
47015,Petrol,LOHEGAON,18.613064,73.941317,103.82,0101000020E6100000CE8AA8893E7C5240DE5A26C3F19C3240
47016,Diesel,LOHEGAON,18.613064,73.941317,90.36,0101000020E6100000CE8AA8893E7C5240DE5A26C3F19C3240
47017,Petrol,NAGANSUR,17.390384,76.169288,104.63,0101000020E6100000BCE6559DD50A5340B5E1B034F0633140
47018,Diesel,NAGANSUR,17.390384,76.169288,91.16,0101000020E6100000BCE6559DD50A5340B5E1B034F0633140
47019,Petrol,KALUS,18.763679,73.920549,104.04,0101000020E610000064575A46EA7A524059A4897780C33240
47020,Diesel,KALUS,18.763679,73.920549,90.57,0101000020E610000064575A46EA7A524059A4897780C33240
47021,Petrol,SATARA,18.011984,74.346766,104.56,0101000020E61000005857056A319652404513286211033240
47022,Diesel,SATARA,18.011984,74.346766,91.07,0101000020E61000005857056A319652404513286211033240
47023,Petrol,OSMANABA,18.619103,75.601961,105.27,0101000020E6100000EB1D6E8786E6524001DBC1887D9E3240
47024,Diesel,OSMANABA,18.619103,75.601961,91.78,0101000020E6100000EB1D6E8786E6524001DBC1887D9E3240
47025,Petrol,OSMANABA,18.213898,76.177133,104.86,0101000020E6100000B682A625560B534008AEF204C2363240
47026,Diesel,OSMANABA,18.213898,76.177133,91.38,0101000020E6100000B682A625560B534008AEF204C2363240
47027,Petrol,NANDURBAR,21.351462,74.234966,104.97,0101000020E6100000016BD5AE098F524069C9E369F9593540
47028,Diesel,NANDURBAR,21.351462,74.234966,91.48,0101000020E6100000016BD5AE098F524069C9E369F9593540
47029,Petrol,SARANGKHEDA,21.449404,74.510606,104.81,0101000020E61000000CC9C9C4ADA052400CB1FA230C733540
47030,Diesel,SARANGKHEDA,21.449404,74.510606,91.33,0101000020E61000000CC9C9C4ADA052400CB1FA230C733540
47031,Petrol,NANDED,18.794686,77.549876,105.49,0101000020E6100000BD361B2B31635340CC96AC8A70CB3240
47032,Diesel,NANDED,18.794686,77.549876,92.03,0101000020E6100000BD361B2B31635340CC96AC8A70CB3240
47033,Petrol,WADGAON,18.148439,73.888901,104.24,0101000020E61000006E1805C1E378524071732A1900263240
47034,Diesel,WADGAON,18.148439,73.888901,90.76,0101000020E61000006E1805C1E378524071732A1900263240
47035,Petrol,MANDANE,21.594168,74.622748,105.03,0101000020E610000090696D1ADBA752406954E0641B983540
47036,Diesel,MANDANE,21.594168,74.622748,91.54,0101000020E610000090696D1ADBA752406954E0641B983540
47037,Petrol,CHANDRAPUR,20.035179,79.182983,104.08,0101000020E6100000552E54FEB5CB53408881AE7D01093440
47038,Diesel,CHANDRAPUR,20.035179,79.182983,90.65,0101000020E6100000552E54FEB5CB53408881AE7D01093440
47039,Petrol,KASARSAI,18.624991,73.6837925,104.17,0101000020E610000001309E41C36B52405A4B0169FF9F3240
47040,Diesel,KASARSAI,18.624991,73.6837925,90.69,0101000020E610000001309E41C36B52405A4B0169FF9F3240
47041,Petrol,INDAPUR,18.108044,75.036287,104.88,0101000020E61000004791B58652C252406E8786C5A81B3240
47042,Diesel,INDAPUR,18.108044,75.036287,91.37,0101000020E61000004791B58652C252406E8786C5A81B3240
47043,Petrol,LATUR,18.483524,76.413882,105.47,0101000020E6100000CC99ED0A7D1A5340C3D4963AC87B3240
47044,Diesel,LATUR,18.483524,76.413882,91.97,0101000020E6100000CC99ED0A7D1A5340C3D4963AC87B3240
47045,Petrol,AHMEDNAGAR,19.370442,74.705375,104.3,0101000020E6100000A01A2FDD24AD524099107349D55E3340
47046,Diesel,AHMEDNAGAR,19.370442,74.705375,90.84,0101000020E6100000A01A2FDD24AD524099107349D55E3340
47047,Petrol,LANDGEWADI,17.030479,74.824168,104.16,0101000020E6100000399A232BBFB45240FC36C478CD073140
47048,Diesel,LANDGEWADI,17.030479,74.824168,90.72,0101000020E6100000399A232BBFB45240FC36C478CD073140
47049,Petrol,NARKARWADI,16.496372,73.7423,105.21,0101000020E610000088F4DBD7816F52406EA6423C127F3040
47050,Diesel,NARKARWADI,16.496372,73.7423,91.73,0101000020E610000088F4DBD7816F52406EA6423C127F3040
47051,Petrol,AJANG,20.624092,74.467831,104.19,0101000020E610000085436FF1F09D5240FBB1497EC49F3440
47052,Diesel,AJANG,20.624092,74.467831,90.72,0101000020E610000085436FF1F09D5240FBB1497EC49F3440
47053,Petrol,KASARI,20.229282,74.755361,104.04,0101000020E610000020EBA9D557B05240BD8FA339B23A3440
47054,Diesel,KASARI,20.229282,74.755361,90.58,0101000020E610000020EBA9D557B05240BD8FA339B23A3440
47055,Petrol,OSMANABAD,18.637574,75.797108,105.5,0101000020E610000051D845D103F35240A8C7B60C38A33240
47056,Diesel,OSMANABAD,18.637574,75.797108,92.03,0101000020E610000051D845D103F35240A8C7B60C38A33240
47057,Petrol,OSMANABAD,18.427763,75.428079,105.01,0101000020E6100000AE4676A565DB524058703FE0816D3240
47058,Diesel,OSMANABAD,18.427763,75.428079,91.52,0101000020E6100000AE4676A565DB524058703FE0816D3240
47059,Petrol,VARVE BK,18.297615,73.872546,104.01,0101000020E61000005C902DCBD77752408ECC237F304C3240
47060,Diesel,VARVE BK,18.297615,73.872546,90.54,0101000020E61000005C902DCBD77752408ECC237F304C3240
47061,Petrol,CHANDWAD,20.313923,74.261557,103.97,0101000020E61000008D429259BD9052405376FA415D503440
47062,Diesel,CHANDWAD,20.313923,74.261557,90.51,0101000020E61000008D429259BD9052405376FA415D503440
47063,Petrol,UDAPUR,20.582574,79.884283,105.12,0101000020E6100000295AB91798F85340FA7FD59123953440
47064,Diesel,UDAPUR,20.582574,79.884283,91.64,0101000020E6100000295AB91798F85340FA7FD59123953440
47065,Petrol,AMDAPUR,21.421816,78.268754,105.5,0101000020E6100000D42AFA4333915340F6ED2422FC6B3540
47066,Diesel,AMDAPUR,21.421816,78.268754,92.03,0101000020E6100000D42AFA4333915340F6ED2422FC6B3540
47067,Petrol,WANGI,17.222299,74.363751,104.46,0101000020E6100000C93846B247975240FAEE5696E8383140
47068,Diesel,WANGI,17.222299,74.363751,91.01,0101000020E6100000C93846B247975240FAEE5696E8383140
47069,Petrol,MUCHANDI,16.977948,75.338526,104.83,0101000020E610000020B6F468AAD552404930D5CC5AFA3040
47070,Diesel,MUCHANDI,16.977948,75.338526,91.37,0101000020E610000020B6F468AAD552404930D5CC5AFA3040
47071,Petrol,ARAG,16.791815,74.782155,104.04,0101000020E6100000C959D8D30EB25240747B4963B4CA3040
47072,Diesel,ARAG,16.791815,74.782155,90.6,0101000020E6100000C959D8D30EB25240747B4963B4CA3040
47073,Petrol,NANDURBAR,21.66811,74.581488,105.06,0101000020E61000000DC1711937A552406C21C84109AB3540
47074,Diesel,NANDURBAR,21.66811,74.581488,91.57,0101000020E61000000DC1711937A552406C21C84109AB3540
47075,Petrol,WAMBHORI,19.302542,74.735493,104.2,0101000020E6100000F75B3B5112AF52409BAA7B64734D3340
47076,Diesel,WAMBHORI,19.302542,74.735493,90.74,0101000020E6100000F75B3B5112AF52409BAA7B64734D3340
47077,Petrol,SOLAPUR,17.89555,75.671726,104.2,0101000020E6100000DE770C8FFDEA5240CCEEC9C342E53140
47078,Diesel,SOLAPUR,17.89555,75.671726,90.74,0101000020E6100000DE770C8FFDEA5240CCEEC9C342E53140
47079,Petrol,JAWALA,18.905963,74.334717,104.45,0101000020E6100000931ADA006C955240D462F030EDE73240
47080,Diesel,JAWALA,18.905963,74.334717,90.96,0101000020E6100000931ADA006C955240D462F030EDE73240
47081,Petrol,BANPIMPARI,18.837345,74.877759,104.24,0101000020E610000042B115342DB852401878EE3D5CD63240
47082,Diesel,BANPIMPARI,18.837345,74.877759,90.77,0101000020E610000042B115342DB852401878EE3D5CD63240
47083,Petrol,YAVATMAL,20.253346,78.033007,105.5,0101000020E6100000806264C91C8253408A929048DB403440
47084,Diesel,YAVATMAL,20.253346,78.033007,92.03,0101000020E6100000806264C91C8253408A929048DB403440
47085,Petrol,JALGAON,20.530757,74.823003,104.21,0101000020E6100000A260C614ACB45240821FD5B0DF873440
47086,Diesel,JALGAON,20.530757,74.823003,90.74,0101000020E6100000A260C614ACB45240821FD5B0DF873440
47087,Petrol,SOLAPUR,17.66707,75.667043,104.28,0101000020E6100000A6811FD5B0EA524089247A19C5AA3140
47088,Diesel,SOLAPUR,17.66707,75.667043,90.83,0101000020E6100000A6811FD5B0EA524089247A19C5AA3140
47089,Petrol,LATUR,18.478469,76.767253,105.5,0101000020E610000081B053AC1A3153405B26C3F17C7A3240
47090,Diesel,LATUR,18.478469,76.767253,92.03,0101000020E610000081B053AC1A3153405B26C3F17C7A3240
47091,Petrol,JALGAON,20.472753,75.030978,104.12,0101000020E61000005039268BFBC15240FD15325706793440
47092,Diesel,JALGAON,20.472753,75.030978,90.67,0101000020E61000005039268BFBC15240FD15325706793440
47093,Petrol,AURANGABAD,19.845428,75.427696,105.26,0101000020E610000052280B5F5FDB5240681F2BF86DD83340
47094,Diesel,AURANGABAD,19.845428,75.427696,91.75,0101000020E610000052280B5F5FDB5240681F2BF86DD83340
47095,Petrol,BEED,18.71363,76.074299,105.5,0101000020E610000008C89750C1045340C971A774B0B63240
47096,Diesel,BEED,18.71363,76.074299,92.03,0101000020E610000008C89750C1045340C971A774B0B63240
47097,Petrol,VANASGAON,20.162434,74.154337,104.13,0101000020E610000004E44BA8E08952402BC24D4695293440
47098,Diesel,VANASGAON,20.162434,74.154337,90.67,0101000020E610000004E44BA8E08952402BC24D4695293440
47099,Petrol,BEED,19.059578,75.426973,104.82,0101000020E61000009AD18F8653DB5240A38FF980400F3340
47100,Diesel,BEED,19.059578,75.426973,91.33,0101000020E61000009AD18F8653DB5240A38FF980400F3340
47101,Petrol,NAITALE,20.070009,74.159482,104.16,0101000020E61000003E93FDF3348A5240F86C1D1CEC113440
47102,Diesel,NAITALE,20.070009,74.159482,90.69,0101000020E61000003E93FDF3348A5240F86C1D1CEC113440
47103,Petrol,PAIT,18.871921,73.725547,104.37,0101000020E6100000802DAF5C6F6E524014B2F33636DF3240
47104,Diesel,PAIT,18.871921,73.725547,90.89,0101000020E6100000802DAF5C6F6E524014B2F33636DF3240
47105,Petrol,GHOTAWADE,18.540522,73.669873,104.03,0101000020E61000004CDE0033DF6A5240BDC458A65F8A3240
47106,Diesel,GHOTAWADE,18.540522,73.669873,90.56,0101000020E61000004CDE0033DF6A5240BDC458A65F8A3240
47107,Petrol,DIST SATRA,18.071696,74.205608,104.3,0101000020E6100000F1F274AE288D5240074147AB5A123240
47108,Diesel,DIST SATRA,18.071696,74.205608,90.82,0101000020E6100000F1F274AE288D5240074147AB5A123240
47109,Petrol,TIRTH,17.967455,76.123011,104.59,0101000020E610000017838769DF075340085A8121ABF73140
47110,Diesel,TIRTH,17.967455,76.123011,91.12,0101000020E610000017838769DF075340085A8121ABF73140
47111,Petrol,KALAMB,18.56372,76.007125,105.34,0101000020E6100000FA7E6ABC74005340E31934F44F903240
47112,Diesel,KALAMB,18.56372,76.007125,91.85,0101000020E6100000FA7E6ABC74005340E31934F44F903240
47113,Petrol,HIWARGAON,19.944835,74.096991,104.5,0101000020E61000006840BD1935865240BD1DE1B4E0F13340
47114,Diesel,HIWARGAON,19.944835,74.096991,91.02,0101000020E61000006840BD1935865240BD1DE1B4E0F13340
47115,Petrol,NANDED,19.064331,77.371425,105.5,0101000020E6100000ADFA5C6DC5575340751E15FF77103340
47116,Diesel,NANDED,19.064331,77.371425,92.03,0101000020E6100000ADFA5C6DC5575340751E15FF77103340
47117,Petrol,PARBHANI,19.593209,76.710749,105.49,0101000020E61000008BAA5FE97C2D534060B1868BDC973340
47118,Diesel,PARBHANI,19.593209,76.710749,92.03,0101000020E61000008BAA5FE97C2D534060B1868BDC973340
47119,Petrol,MADILGE,16.356603,74.153462,104.88,0101000020E610000071CB4752D2895240CEA78E554A5B3040
47120,Diesel,MADILGE,16.356603,74.153462,91.42,0101000020E610000071CB4752D2895240CEA78E554A5B3040
47121,Petrol,ICHALKARANJI,16.68547,74.473509,104.23,0101000020E61000002657B1F84D9E52409D6340F67AAF3040
47122,Diesel,ICHALKARANJI,16.68547,74.473509,90.78,0101000020E61000002657B1F84D9E52409D6340F67AAF3040
47123,Petrol,KAPSHI,16.337349,74.287014,104.77,0101000020E6100000A0DFF76F5E9252409B560A815C563040
47124,Diesel,KAPSHI,16.337349,74.287014,91.3,0101000020E6100000A0DFF76F5E9252409B560A815C563040
47125,Petrol,LATUR,18.319616,76.542268,105.22,0101000020E6100000B66AD784B42253404147AB5AD2513240
47126,Diesel,LATUR,18.319616,76.542268,91.73,0101000020E6100000B66AD784B42253404147AB5AD2513240
47127,Petrol,JALGAON,21.247142,75.187533,104.6,0101000020E6100000EE7A698A00CC5240D177B7B2443F3540
47128,Diesel,JALGAON,21.247142,75.187533,91.13,0101000020E6100000EE7A698A00CC5240D177B7B2443F3540
47129,Petrol,NANDESHWAR,17.3584,75.375133,104.87,0101000020E6100000A0A9D72D02D85240EBE2361AC05B3140
47130,Diesel,NANDESHWAR,17.3584,75.375133,91.39,0101000020E6100000A0A9D72D02D85240EBE2361AC05B3140
47131,Petrol,PUNE,18.767054,73.855422,104.13,0101000020E6100000DA91EA3BBF7652401844A4A65DC43240
47132,Diesel,PUNE,18.767054,73.855422,90.66,0101000020E6100000DA91EA3BBF7652401844A4A65DC43240
47133,Petrol,SATARA,17.7260513287,74.0211004603,104.77,0101000020E6100000D2BABEB559815240DDFBF77FDEB93140
47134,Diesel,SATARA,17.7260513287,74.0211004603,91.27,0101000020E6100000D2BABEB559815240DDFBF77FDEB93140
47135,Petrol,SAVLESHWAR,17.769739,75.746388,104.05,0101000020E61000001E882CD2C4EF5240AC74779D0DC53140
47136,Diesel,SAVLESHWAR,17.769739,75.746388,90.6,0101000020E61000001E882CD2C4EF5240AC74779D0DC53140
47137,Petrol,PUNE,18.801143,73.606296,104.2,0101000020E610000085ECBC8DCD665240596B28B517CD3240
47138,Diesel,PUNE,18.801143,73.606296,90.72,0101000020E610000085ECBC8DCD665240596B28B517CD3240
47139,Petrol,YAVATMAL,19.928011,77.57512,105.5,0101000020E6100000A2D11DC4CE6453400954FF2092ED3340
47140,Diesel,YAVATMAL,19.928011,77.57512,92.01,0101000020E6100000A2D11DC4CE6453400954FF2092ED3340
47141,Petrol,DEVLALI PRAVARA,19.440844,74.608237,104.37,0101000020E6100000E6CDE15AEDA6524048A30227DB703340
47142,Diesel,DEVLALI PRAVARA,19.440844,74.608237,90.9,0101000020E6100000E6CDE15AEDA6524048A30227DB703340
47143,Petrol,BEED,19.103358,76.214012,105.5,0101000020E6100000E63C635FB20D5340ACC77DAB751A3340
47144,Diesel,BEED,19.103358,76.214012,92.03,0101000020E6100000E63C635FB20D5340ACC77DAB751A3340
47145,Petrol,KHOPTA,18.869466,73.003542,103.78,0101000020E6100000658A39083A405240E3FBE25295DE3240
47146,Diesel,KHOPTA,18.869466,73.003542,90.3,0101000020E6100000658A39083A405240E3FBE25295DE3240
47147,Petrol,SOLAPUR,17.36875,75.056616,105.12,0101000020E61000008B1BB7989FC3524066666666665E3140
47148,Diesel,SOLAPUR,17.36875,75.056616,91.64,0101000020E61000008B1BB7989FC3524066666666665E3140
47149,Petrol,NAGPUR(LOCK NO.T4-13),21.085918,79.093006,104.04,0101000020E61000003C1570CFF3C553404223D8B8FE153540
47150,Diesel,NAGPUR(LOCK NO.T4-13),21.085918,79.093006,90.6,0101000020E61000003C1570CFF3C553404223D8B8FE153540
47151,Petrol,NANDED,18.73762,77.428701,105.49,0101000020E6100000CDB051D66F5B534022E010AAD4BC3240
47152,Diesel,NANDED,18.73762,77.428701,92.03,0101000020E6100000CDB051D66F5B534022E010AAD4BC3240
47153,Petrol,NANDED,18.881564,77.521741,105.5,0101000020E6100000DFFE5C3464615340B954A52DAEE13240
47154,Diesel,NANDED,18.881564,77.521741,92.03,0101000020E6100000DFFE5C3464615340B954A52DAEE13240
47155,Petrol,BEED,18.993741,76.04327,105.5,0101000020E610000078B988EFC4025340C0B167CF65FE3240
47156,Diesel,BEED,18.993741,76.04327,92.03,0101000020E610000078B988EFC4025340C0B167CF65FE3240
47157,Petrol,LATUR,18.523347,76.616793,105.49,0101000020E6100000B6D9588979275340B075A911FA853240
47158,Diesel,LATUR,18.523347,76.616793,91.99,0101000020E6100000B6D9588979275340B075A911FA853240
47159,Petrol,DHULE,20.995688,74.348307,104.51,0101000020E6100000F27D71A94A9652400805A568E5FE3440
47160,Diesel,DHULE,20.995688,74.348307,91.04,0101000020E6100000F27D71A94A9652400805A568E5FE3440
47161,Petrol,APTI,18.777718,73.239801,104.06,0101000020E610000014234BE6584F5240B282DF8618C73240
47162,Diesel,APTI,18.777718,73.239801,90.57,0101000020E610000014234BE6584F5240B282DF8618C73240
47163,Petrol,DHULE,21.327061,74.557035,104.62,0101000020E61000008DEE2076A6A352400CCC0A45BA533540
47164,Diesel,DHULE,21.327061,74.557035,91.15,0101000020E61000008DEE2076A6A352400CCC0A45BA533540
47165,Petrol,LATUR,18.206763,76.461099,105.05,0101000020E6100000F94D61A5821D5340D905836BEE343240
47166,Diesel,LATUR,18.206763,76.461099,91.57,0101000020E6100000F94D61A5821D5340D905836BEE343240
47167,Petrol,KAULGE,16.188965,74.289132,104.88,0101000020E6100000880E812381925240B1169F0260303040
47168,Diesel,KAULGE,16.188965,74.289132,91.42,0101000020E6100000880E812381925240B1169F0260303040
47169,Petrol,GIJWANE,16.214308,74.341057,104.82,0101000020E61000009A44BDE0D39552406B459BE3DC363040
47170,Diesel,GIJWANE,16.214308,74.341057,91.35,0101000020E61000009A44BDE0D39552406B459BE3DC363040
47171,Petrol,SATARA,17.347159,74.02208,104.85,0101000020E610000053793BC26981524017838769DF583140
47172,Diesel,SATARA,17.347159,74.02208,91.38,0101000020E610000053793BC26981524017838769DF583140
47173,Petrol,YAVATMAL,19.917476,77.549722,105.5,0101000020E610000012F92EA52E6353406ADD06B5DFEA3340
47174,Diesel,YAVATMAL,19.917476,77.549722,92.01,0101000020E610000012F92EA52E6353406ADD06B5DFEA3340
47175,Petrol,BHANDARA,20.770698,79.766941,105.06,0101000020E61000008A3DB48F15F15340B517D1764CC53440
47176,Diesel,BHANDARA,20.770698,79.766941,91.58,0101000020E61000008A3DB48F15F15340B517D1764CC53440
47177,Petrol,YAVATMAL,20.342625,77.932178,105.41,0101000020E61000003E03EACDA87B5340C1CAA145B6573440
47178,Diesel,YAVATMAL,20.342625,77.932178,91.92,0101000020E61000003E03EACDA87B5340C1CAA145B6573440
47179,Petrol,SOLAPUR,17.66812,75.81514,104.09,0101000020E6100000556AF6402BF45240B3CD8DE909AB3140
47180,Diesel,SOLAPUR,17.66812,75.81514,90.64,0101000020E6100000556AF6402BF45240B3CD8DE909AB3140
47181,Petrol,BHANDGAON,18.467294,74.309578,103.93,0101000020E6100000E9633E20D0935240F59D5F94A0773240
47182,Diesel,BHANDGAON,18.467294,74.309578,90.46,0101000020E6100000E9633E20D0935240F59D5F94A0773240
47183,Petrol,SOLAPUR,17.46753,75.323719,104.8,0101000020E61000000186E5CFB7D452401DE6CB0BB0773140
47184,Diesel,SOLAPUR,17.46753,75.323719,91.33,0101000020E61000000186E5CFB7D452401DE6CB0BB0773140
47185,Petrol,RANJANI,17.00015,74.943839,104.31,0101000020E61000001E6CB1DB67BC52402B1895D409003140
47186,Diesel,RANJANI,17.00015,74.943839,90.86,0101000020E61000001E6CB1DB67BC52402B1895D409003140
47187,Petrol,SATARA,17.245265,74.219357,104.59,0101000020E61000008449F1F1098E52407BDAE1AFC93E3140
47188,Diesel,SATARA,17.245265,74.219357,91.13,0101000020E61000008449F1F1098E52407BDAE1AFC93E3140
47189,Petrol,BORI,18.466788,75.81476,105.23,0101000020E6100000B285200725F452404E2A1A6B7F773240
47190,Diesel,BORI,18.466788,75.81476,91.74,0101000020E6100000B285200725F452404E2A1A6B7F773240
47191,Petrol,AMBIJALGAON,18.499595,75.050894,104.96,0101000020E61000000264E8D841C35240C03E3A75E57F3240
47192,Diesel,AMBIJALGAON,18.499595,75.050894,91.46,0101000020E61000000264E8D841C35240C03E3A75E57F3240
47193,Petrol,NANDED,18.875769,77.521372,105.5,0101000020E61000003543AA285E615340C2D9AD6532E03240
47194,Diesel,NANDED,18.875769,77.521372,92.03,0101000020E61000003543AA285E615340C2D9AD6532E03240
47195,Petrol,AURANGABAD,19.873191,75.228383,105.09,0101000020E610000097FDBAD39DCE52405A29047289DF3340
47196,Diesel,AURANGABAD,19.873191,75.228383,91.58,0101000020E610000097FDBAD39DCE52405A29047289DF3340
47197,Petrol,BEED,18.705798,76.196654,105.5,0101000020E61000002AA8A8FA950C53400C957F2DAFB43240
47198,Diesel,BEED,18.705798,76.196654,92.03,0101000020E61000002AA8A8FA950C53400C957F2DAFB43240
47199,Petrol,NANDURBAR,21.56856,74.247644,105.13,0101000020E61000003D433866D98F524053D0ED258D913540
47200,Diesel,NANDURBAR,21.56856,74.247644,91.63,0101000020E61000003D433866D98F524053D0ED258D913540
47201,Petrol,PARGAON TARFE A,18.9792025499,74.078058208,104.58,0101000020E6100000D7A2DAE7FE845240F5FAAF04ADFA3240
47202,Diesel,PARGAON TARFE A,18.9792025499,74.078058208,91.08,0101000020E6100000D7A2DAE7FE845240F5FAAF04ADFA3240
47203,Petrol,AKOLA,20.708208,77.114556,104.22,0101000020E6100000E063B0E254475340FCC3961E4DB53440
47204,Diesel,AKOLA,20.708208,77.114556,90.78,0101000020E6100000E063B0E254475340FCC3961E4DB53440
47205,Petrol,AMRAVATI,21.155016,77.316772,104.89,0101000020E6100000771211FE45545340535BEA20AF273540
47206,Diesel,AMRAVATI,21.155016,77.316772,91.42,0101000020E6100000771211FE45545340535BEA20AF273540
47207,Petrol,JAINAPUR,16.786503,74.523363,104.06,0101000020E6100000EF3B86C77EA15240B534B74258C93040
47208,Diesel,JAINAPUR,16.786503,74.523363,90.62,0101000020E6100000EF3B86C77EA15240B534B74258C93040
47209,Petrol,NAGTHANE,17.016801,74.403625,104.26,0101000020E610000046B6F3FDD4995240448A01124D043140
47210,Diesel,NAGTHANE,17.016801,74.403625,90.81,0101000020E610000046B6F3FDD4995240448A01124D043140
